gene,avg cluster stat sig,most stat sig cluster,#species in most sig cluster,least stat sig cluster,avg # species per cluster
KDM3A,0.378,0.3174,123,0.4453,53.6
WDR77,0.477,0.4566,22,0.4973,110.0
LRRK2,0.324,0.0408,5,0.4835,86.0
MED20,0.419,0.4169,99,0.4209,122.5
TPRX1,0.343,0.1496,2,0.4696,11.4
BNC1,0.488,0.4812,176,0.4946,131.5
PTTG1IP,0.452,0.4275,169,0.486,152.0
SFMBT2,0.388,0.171,61,0.4819,64.2
ZNF644,0.276,0.1349,58,0.4164,116.5
ZNF24,0.275,0.1255,15,0.4058,80.0
U2AF1,0.465,0.4474,72,0.4829,128.0
ZSCAN12,0.393,0.2226,84,0.4823,65.5
GTF2IRD2,0.474,0.4461,180,0.5,168.0
GTF3C5,0.378,0.3265,77,0.427,87.75
TENM1,0.316,0.0113,2,0.4785,80.0
ATF1,0.425,0.3981,57,0.4512,121.0
WWTR1,0.473,0.4546,141,0.4906,117.5
ZNF510,0.477,0.4624,98,0.4913,128.5
CAMTA1,0.255,0.0109,5,0.5,103.5
BRD7,0.447,0.3937,40,0.5,118.0
COPS5,0.465,0.429,26,0.5,113.0
ZNF341,0.487,0.4731,56,0.5,112.0
ID4,0.495,0.4905,12,0.4986,94.5
CCDC17,0.496,0.4946,207,0.4973,201.5
ZBTB10,0.406,0.2862,81,0.5,127.6
RRP1B,0.333,0.206,45,0.4608,109.0
DEPDC1,0.352,0.1921,71,0.4597,107.0
ZNF700,0.463,0.4469,115,0.4787,111.5
CDY1,0.261,0.0215,1,0.5,8.5
NEUROG2,0.348,0.2719,52,0.4238,105.5
RBBP4,0.454,0.4413,160,0.4718,136.66666666666666
KAT2B,0.335,0.1358,40,0.5,59.4
ZNF512B,0.338,0.1534,61,0.4217,56.4
ATAD2,0.452,0.4251,77,0.4785,124.0
GATA5,0.339,0.2793,77,0.4398,52.4
PRDM10,0.361,0.1948,44,0.4945,73.5
CHD7,0.44,0.419,68,0.4566,89.33333333333333
SSX5,0.265,0.0459,1,0.3885,93.75
NOC2L,0.407,0.3008,41,0.4942,67.5
PLSCR1,0.418,0.4085,108,0.4266,132.5
SNAI3,0.356,0.3162,93,0.3942,67.0
TCEAL5,0.36,0.2338,44,0.433,74.2
RHOXF2,0.338,0.202,29,0.4228,70.0
ZNF454,0.438,0.3755,201,0.5,150.0
PIAS4,0.363,0.218,60,0.4517,83.0
MTERF2,0.297,0.1542,46,0.4398,113.0
SSRP1,0.463,0.4463,102,0.4731,90.33333333333333
IRF5,0.447,0.4111,172,0.4821,191.5
COPRS,0.356,0.2957,103,0.4167,137.5
ZNF79,0.356,0.0175,1,0.4899,59.0
HDGFL3,0.467,0.4415,76,0.4932,125.5
PRAMEF13,0.323,0.0254,70,0.4721,77.0
ZNF619,0.495,0.4894,56,0.5,91.5
FOXD4L6,0.255,0.0475,1,0.4624,97.5
ZNF607,0.428,0.2729,43,0.4799,53.75
FOXO4,0.435,0.4102,60,0.4986,84.8
PPP1R13L,0.495,0.4892,45,0.5,105.5
TIMELESS,0.352,0.25,69,0.4728,68.0
SKAP1,0.405,0.3654,112,0.4453,128.0
IRAK1BP1,0.338,0.1447,48,0.4973,84.0
PFDN5,0.47,0.4671,192,0.4726,199.0
TIGD6,0.24,0.0443,1,0.4167,34.0
CAMK2A,0.462,0.4544,138,0.4677,130.75
TFE3,0.449,0.3732,18,0.4794,62.25
MSGN1,0.349,0.13,36,0.4731,53.6
NR0B1,0.4,0.3528,53,0.4463,106.5
KCNIP3,0.49,0.4808,56,0.5,128.0
NR1H2,0.361,0.1624,29,0.4731,85.66666666666667
MID1,0.471,0.4323,90,0.4911,139.0
CBX3,0.374,0.2608,28,0.4865,114.5
ZNF112,0.35,0.2634,97,0.4466,100.66666666666667
FARSA,0.45,0.4431,187,0.4566,191.5
TNRC18,0.487,0.4777,50,0.4972,105.5
CORO1A,0.332,0.1339,46,0.4142,90.2
HES4,0.303,0.0641,37,0.4092,60.5
CNOT9,0.486,0.4756,185,0.4973,197.0
MAK,0.457,0.4164,56,0.4973,120.0
RC3H2,0.465,0.429,32,0.5,117.0
NRIP2,0.383,0.1737,48,0.4863,54.0
GPATCH8,0.338,0.1861,2,0.4715,49.8
KLF9,0.391,0.3531,88,0.4291,115.5
ARID3C,0.392,0.3654,145,0.4236,84.66666666666667
CCDC88A,0.485,0.4731,43,0.4973,120.5
ZNF623,0.401,0.2661,66,0.4717,67.2
PSMC4,0.39,0.3478,88,0.433,119.0
LBX1,0.422,0.3507,19,0.4943,106.0
ZMAT1,0.458,0.4311,160,0.4827,129.33333333333334
AP5Z1,0.341,0.2609,67,0.4204,118.5
ZNF705A,0.449,0.403,94,0.4942,133.5
SATB1,0.489,0.478,42,0.5,120.0
ZEB2,0.331,0.0144,4,0.4973,80.25
ZNF43,0.321,0.0211,1,0.4902,45.75
BTG1,0.335,0.1483,25,0.4435,49.0
VSX2,0.364,0.1608,54,0.4701,54.4
TAF2,0.382,0.2719,61,0.4865,58.6
DHX34,0.476,0.4677,58,0.4839,109.0
ZNF577,0.463,0.4469,191,0.4764,191.33333333333334
DAXX,0.31,0.3005,126,0.3199,133.5
RAPGEF4,0.463,0.429,92,0.4973,141.5
ZNF569,0.431,0.3931,188,0.4695,142.0
HSF1,0.351,0.2289,76,0.4756,91.0
TFEC,0.427,0.3937,123,0.4597,165.5
RCVRN,0.449,0.4067,100,0.4865,83.33333333333333
RBM15B,0.249,0.2062,43,0.3207,53.25
PBX3,0.457,0.3952,60,0.4973,152.6
BOLA2,0.354,0.2874,78,0.4215,113.0
ZNF687,0.282,0.1252,38,0.478,63.5
ZNF699,0.382,0.3396,48,0.4873,82.0
ZNF724,0.356,0.0305,1,0.491,55.25
TCF15,0.335,0.1186,43,0.461,48.4
TRIM40,0.307,0.2693,89,0.3446,103.5
RPS6KA1,0.471,0.4453,91,0.4973,147.0
ZNF470,0.467,0.4404,162,0.494,178.5
BCLAF1,0.473,0.4463,22,0.5,117.5
RCBTB1,0.468,0.4377,28,0.4973,112.0
ING4,0.467,0.4393,37,0.4955,122.5
ZNF365,0.389,0.3654,139,0.4128,172.0
NUP62,0.345,0.215,83,0.4785,87.0
MAFG,0.467,0.4507,85,0.4826,125.5
LDB2,0.482,0.4698,59,0.4945,127.0
ZSCAN5A,0.314,0.283,70,0.3599,54.0
SIX6,0.355,0.2371,79,0.4534,71.5
HSFX1,0.369,0.3432,40,0.3953,39.5
ZBTB34,0.429,0.4182,182,0.4398,124.0
FIGLA,0.398,0.3232,67,0.4731,108.5
YAP1,0.376,0.2392,55,0.4795,73.75
KLF16,0.314,0.1088,21,0.4579,37.2
C1QBP,0.48,0.4479,50,0.4987,78.0
UBE2B,0.472,0.4539,121,0.4891,129.0
IKZF3,0.422,0.3489,38,0.4946,122.5
NCS1,0.483,0.4685,109,0.4973,153.0
FABP4,0.422,0.3758,69,0.5,67.0
H1-4,0.38,0.2926,65,0.4526,72.33333333333333
FOXI3,0.301,0.1179,36,0.4915,63.333333333333336
TDRD3,0.5,0.5,191,0.5,128.5
ZNF660,0.435,0.4082,59,0.4624,127.5
TIPARP,0.403,0.3899,165,0.417,121.5
ZNF534,0.466,0.4316,129,0.5,123.5
DMRT1,0.387,0.3285,76,0.4421,63.25
JPH2,0.35,0.1264,29,0.4948,42.0
ZNF497,0.342,0.0986,1,0.4764,14.8
PRB3,0.33,0.0027,13,0.4926,32.75
DDX5,0.429,0.4008,142,0.4453,119.0
FOXR2,0.269,0.0998,38,0.4392,81.5
TAB1,0.447,0.4061,112,0.4972,112.75
HOXA7,0.292,0.1419,49,0.4415,113.0
ZNF382,0.455,0.3798,165,0.5,141.66666666666666
PCBP2,0.485,0.4726,33,0.4973,120.5
ASF1B,0.421,0.353,76,0.4884,137.5
ZNF221,0.422,0.2748,34,0.5,78.8
INPP5K,0.447,0.4377,118,0.4566,155.0
NUP85,0.496,0.4946,52,0.4973,127.5
MED1,0.488,0.4835,198,0.4945,145.0
L3MBTL1,0.418,0.3732,162,0.4945,124.0
FAM200B,0.312,0.0758,1,0.4481,26.2
RBAK,0.362,0.0258,1,0.4903,87.4
THAP1,0.428,0.419,158,0.4377,122.5
PLXNA1,0.472,0.4628,50,0.4814,111.5
ZNF175,0.433,0.3393,87,0.4872,103.25
PRDM5,0.445,0.4244,18,0.481,68.75
RNF13,0.445,0.3952,47,0.4946,116.5
ZNF326,0.442,0.4106,54,0.4731,116.5
ZNF285,0.376,0.2999,96,0.4513,128.0
RTF1,0.468,0.4398,48,0.4959,83.66666666666667
DUSP22,0.492,0.485,67,0.4986,130.0
FEZF1,0.47,0.4453,61,0.4945,122.0
CSRP3,0.493,0.4918,159,0.4945,185.5
SLC26A10,0.294,0.1989,85,0.396,85.66666666666667
PRKD2,0.499,0.4973,174,0.5,126.0
NR1D1,0.417,0.3989,77,0.4357,120.0
GATAD1,0.334,0.1527,38,0.4317,67.66666666666667
UBTFL1,0.363,0.2478,76,0.4972,48.0
ZBTB5,0.393,0.368,125,0.4176,127.5
TNRC6A,0.5,0.5,30,0.5,111.0
TSN,0.47,0.4644,190,0.4753,195.5
PRMT5,0.393,0.3125,59,0.4726,133.5
BHLHE23,0.303,0.1737,26,0.4603,73.5
PA2G4,0.375,0.2456,78,0.4344,67.5
HSPA1A,0.275,0.1402,25,0.4089,60.0
PQBP1,0.467,0.4534,61,0.4808,116.5
NRG1,0.454,0.3911,100,0.4892,121.2
ATN1,0.425,0.315,24,0.4985,76.66666666666667
ITGB3BP,0.467,0.4616,176,0.4726,183.0
ZNF433,0.437,0.3112,70,0.5,88.0
NFE2L3,0.315,0.13,33,0.449,49.2
SMAD6,0.379,0.3428,85,0.4146,107.0
ZNF555,0.416,0.3616,152,0.4783,140.33333333333334
CBLL1,0.459,0.4182,23,0.5,116.0
ALPK3,0.396,0.3755,71,0.4175,111.5
IRF3,0.337,0.1885,71,0.4251,115.33333333333333
CAND1,0.432,0.3766,29,0.4875,112.5
SMARCD3,0.478,0.4649,75,0.4905,132.5
KRBA1,0.325,0.1903,37,0.4463,65.25
MAF1,0.446,0.3845,77,0.4791,136.33333333333334
AJUBA,0.365,0.131,38,0.4986,52.8
PSMA6,0.469,0.452,150,0.4858,174.5
AASS,0.486,0.4726,38,0.5,111.5
ARID1A,0.36,0.0115,3,0.5,115.25
FAM170A,0.407,0.3514,42,0.4756,87.33333333333333
SP140L,0.356,0.2304,21,0.4824,77.0
ZNF891,0.493,0.4858,140,0.5,84.5
CCNA1,0.404,0.3125,74,0.4959,142.66666666666666
NR1H4,0.36,0.3236,114,0.3968,145.5
COMMD4,0.416,0.3952,118,0.4377,139.0
PITX2,0.45,0.4291,191,0.4684,178.0
CBX5,0.373,0.2489,13,0.4973,107.5
ZNF114,0.437,0.374,136,0.5,90.5
ZFP36L2,0.329,0.2214,58,0.4698,50.2
RGS14,0.424,0.3099,79,0.4958,90.0
HMGN3,0.492,0.4837,82,0.4973,151.0
ERCC6,0.479,0.457,32,0.5,116.0
EHMT1,0.338,0.1438,61,0.4863,83.66666666666667
HDAC9,0.444,0.3937,54,0.4946,122.0
SUPT20HL1,0.391,0.1594,23,0.4883,40.2
SUPT3H,0.404,0.3398,117,0.4685,157.5
ID2,0.387,0.2947,48,0.4798,116.5
ZBTB16,0.314,0.0887,5,0.4651,97.0
BRD1,0.379,0.2235,74,0.4618,70.75
ZNF385A,0.5,0.5,37,0.5,115.0
ZNF347,0.493,0.4852,131,0.5,147.5
COPS3,0.427,0.4236,47,0.4344,87.0
GBX1,0.364,0.2589,62,0.475,56.25
NHLH1,0.301,0.1215,32,0.485,61.0
TCEAL3,0.442,0.408,82,0.4765,119.5
CAMK1,0.359,0.2511,80,0.4945,69.5
SQSTM1,0.457,0.4146,49,0.5,122.0
SSU72,0.472,0.4472,38,0.4973,116.0
DDX39B,0.471,0.4425,35,0.5,113.5
TRIM62,0.342,0.1775,56,0.4102,59.25
PIAS2,0.443,0.4263,37,0.4589,93.33333333333333
MTERF4,0.394,0.3507,31,0.4552,77.66666666666667
ZNF718,0.317,0.0831,1,0.4492,53.0
SOX10,0.488,0.4785,27,0.4973,105.0
DEPDC7,0.418,0.4053,183,0.4267,112.66666666666667
PPARGC1A,0.435,0.39,19,0.4701,139.66666666666666
ZNF706,0.482,0.471,54,0.4894,97.66666666666667
ZNF835,0.462,0.4509,35,0.4725,80.0
PRDM16,0.461,0.4247,58,0.4974,119.0
CHD1,0.496,0.4945,40,0.4973,116.5
SSX3,0.327,0.2994,122,0.3553,149.5
GATA3,0.362,0.1392,51,0.4835,64.25
MED26,0.336,0.2633,84,0.4088,118.0
ZNF157,0.433,0.3384,77,0.4849,67.0
GREB1,0.458,0.4313,53,0.4845,111.5
MED13L,0.457,0.4132,38,0.5,118.0
DLX1,0.395,0.3449,19,0.478,69.0
PHF21A,0.484,0.4701,41,0.4973,117.5
HOXC5,0.406,0.3125,15,0.5,108.0
HOXC12,0.4,0.35,24,0.5,66.25
ACTR6,0.445,0.3952,35,0.4946,112.5
GTF3C3,0.347,0.178,25,0.4435,53.6
ZBTB7A,0.368,0.265,19,0.4857,45.2
ATF7,0.46,0.423,36,0.4973,117.0
TRADD,0.413,0.359,105,0.4661,123.5
ZNF516,0.242,0.1623,29,0.3781,67.66666666666667
RB1,0.486,0.477,96,0.4959,130.5
FOXK1,0.463,0.4285,85,0.4973,114.5
ARID5B,0.44,0.3911,68,0.4973,87.0
EVX1,0.377,0.25,32,0.4973,54.0
ZNF22,0.322,0.25,75,0.3937,118.5
TRIM21,0.329,0.1196,29,0.441,66.5
ZFP37,0.342,0.0177,2,0.4947,54.8
CDK12,0.46,0.4207,37,0.4986,110.5
BRPF3,0.305,0.1879,69,0.4217,126.5
SARNP,0.434,0.3955,72,0.4726,135.5
MYPOP,0.398,0.244,31,0.4774,39.2
CD3D,0.392,0.3025,96,0.4944,57.8
NFATC2,0.45,0.3937,43,0.4892,84.4
SETD4,0.391,0.2997,54,0.483,118.0
TBPL2,0.38,0.3218,57,0.4397,87.33333333333333
ZNF98,0.39,0.2922,32,0.5,68.25
POU5F1,0.287,0.1589,59,0.4148,111.0
ZFP2,0.432,0.3131,199,0.5,106.0
DEK,0.453,0.4198,43,0.4865,120.0
RNF4,0.443,0.4102,80,0.4808,66.75
TRIP13,0.468,0.4437,66,0.4919,120.5
ZDHHC19,0.4,0.2849,23,0.4853,53.8
CUX1,0.499,0.4973,163,0.5,129.0
PSIP1,0.472,0.4458,41,0.4973,117.5
UBE2D1,0.413,0.3555,65,0.471,130.0
MBD3L2B,0.476,0.4731,82,0.4785,102.0
ELK3,0.434,0.3578,94,0.4973,84.66666666666667
RASSF7,0.304,0.1399,54,0.4726,108.5
SCAI,0.456,0.4005,48,0.4973,131.0
ZMIZ2,0.379,0.2744,87,0.4404,92.0
MESP1,0.277,0.1152,43,0.4376,51.75
ZNF304,0.486,0.4768,186,0.4959,182.5
YOD1,0.334,0.2511,90,0.4182,117.0
JDP2,0.374,0.2793,91,0.4945,99.75
CBFA2T2,0.384,0.3108,25,0.4778,106.75
CDYL2,0.369,0.1295,50,0.4835,64.0
ELP2,0.35,0.1142,43,0.4371,78.8
RIOK2,0.348,0.2933,99,0.4022,132.5
MUC1,0.416,0.3952,145,0.4377,165.5
CENPU,0.389,0.3232,59,0.4758,86.33333333333333
BLZF1,0.425,0.3724,41,0.4784,113.5
CTCF,0.418,0.3368,14,0.4986,110.0
KLHL12,0.345,0.0357,36,0.4808,67.25
ZNF282,0.363,0.2763,57,0.4091,62.0
SRCAP,0.248,0.0273,3,0.3859,62.25
MALT1,0.486,0.4756,88,0.4973,129.5
IL16,0.476,0.4657,70,0.4868,124.0
RNF14,0.444,0.3915,42,0.4973,120.5
HMGB1,0.485,0.4682,15,0.4942,138.0
SSB,0.433,0.368,27,0.4987,112.5
CPEB1,0.448,0.4102,206,0.4945,195.25
TBX10,0.427,0.3515,52,0.4825,65.0
ZNF589,0.262,0.0236,1,0.5,46.5
MORF4L2,0.45,0.4456,171,0.4535,105.5
ZNF597,0.427,0.3547,175,0.5,105.5
EXOC2,0.44,0.4088,56,0.489,90.0
CREG1,0.337,0.1111,40,0.4651,117.33333333333333
PRMT2,0.441,0.4067,46,0.4758,110.0
GTF2A1,0.489,0.481,161,0.4973,175.0
MECOM,0.257,0.0133,1,0.5,109.0
SETDB2,0.42,0.315,74,0.4986,132.66666666666666
ZBTB2,0.39,0.3441,104,0.4357,121.0
LPIN1,0.433,0.3826,53,0.4944,126.0
LARP4,0.46,0.3937,53,0.4946,145.0
NOC4L,0.317,0.2589,98,0.3745,119.5
ZNF853,0.461,0.4341,73,0.4873,91.5
RNF168,0.33,0.2423,67,0.417,110.5
CSDE1,0.4,0.2997,29,0.5,117.0
PRB4,0.396,0.3781,68,0.4149,49.5
RCOR3,0.453,0.4124,138,0.4837,122.2
ZNF490,0.403,0.3146,36,0.5,43.0
GLMP,0.472,0.4344,120,0.4973,121.0
AR,0.346,0.2959,59,0.489,58.5
ZNF679,0.373,0.2215,86,0.4763,162.66666666666666
ZNRF1,0.394,0.2971,67,0.4731,140.0
TRIM9,0.44,0.3911,38,0.4892,116.0
ZNF667,0.393,0.257,52,0.4423,84.25
SLC26A3,0.429,0.3603,23,0.4973,113.5
H1-3,0.342,0.307,82,0.3763,104.5
ZNF324B,0.357,0.2365,51,0.4526,43.8
NEDD4L,0.465,0.4357,174,0.4946,181.5
IKZF4,0.466,0.4176,40,0.4971,85.33333333333333
ZNF19,0.449,0.4204,116,0.4785,132.5
ILF3,0.35,0.1425,72,0.4401,112.5
SP8,0.478,0.4566,28,0.5,107.5
KLF11,0.336,0.2413,118,0.4794,98.66666666666667
ZSCAN31,0.457,0.4429,80,0.472,106.0
PRDM2,0.35,0.13,61,0.5,73.5
THAP6,0.344,0.1725,56,0.4357,127.0
RIOX2,0.441,0.4161,87,0.4821,83.0
LEF1,0.448,0.3966,52,0.5,125.5
PIK3R2,0.366,0.2355,73,0.4396,68.0
MYBL2,0.379,0.215,62,0.4764,69.0
MED6,0.448,0.4182,126,0.478,160.5
MTA3,0.455,0.3915,64,0.5,112.33333333333333
OVOL2,0.45,0.4167,41,0.4841,105.5
ZNF226,0.462,0.433,91,0.4919,109.75
KDM1B,0.492,0.4837,34,0.5,117.0
ING3,0.447,0.3937,31,0.5,118.5
TAL1,0.294,0.1273,38,0.4398,55.25
E2F8,0.329,0.2543,35,0.4015,56.8
TOE1,0.357,0.3516,138,0.3629,124.0
DYNLL1,0.431,0.4184,74,0.4435,117.5
GTF2E2,0.426,0.3612,38,0.4913,114.0
MAMLD1,0.333,0.2614,92,0.4632,68.2
ZC3H8,0.433,0.4321,184,0.4347,167.5
ZNF469,0.275,0.1267,25,0.474,71.66666666666667
TCF12,0.486,0.4726,55,0.5,122.5
TRIM47,0.348,0.1944,53,0.4973,59.0
ZNF723,0.311,0.0334,1,0.5,62.75
RNF135,0.297,0.1243,44,0.4838,47.25
NRBF2,0.444,0.3926,52,0.4958,120.5
ZNF680,0.28,0.0305,1,0.4111,74.75
PBX4,0.419,0.3735,65,0.4942,54.25
XPC,0.383,0.2678,73,0.4973,65.5
ZFY,0.446,0.3915,33,0.5,116.0
PAF1,0.419,0.3915,18,0.4344,82.5
ZNF195,0.401,0.3222,82,0.4858,139.33333333333334
BEND3,0.371,0.137,48,0.5,68.5
ZBTB33,0.344,0.1358,40,0.4785,50.6
SIX1,0.376,0.2909,16,0.4671,68.0
RGS6,0.462,0.4377,201,0.4864,195.5
NR2E1,0.411,0.4005,143,0.4217,173.5
TFDP2,0.482,0.4671,193,0.4973,197.0
DPF3,0.425,0.3351,122,0.4973,111.0
ZNF362,0.344,0.1901,46,0.4344,53.6
KRBOX1,0.338,0.2479,48,0.4229,29.5
ZNF131,0.485,0.4693,36,0.5,115.0
USP22,0.489,0.48,188,0.4971,175.5
KDM5A,0.415,0.3937,54,0.4397,87.0
HES3,0.309,0.1393,47,0.39,59.5
DEPTOR,0.456,0.4437,37,0.4785,83.66666666666667
NFKBIA,0.327,0.1818,32,0.4726,116.5
SP100,0.356,0.1693,22,0.4287,69.25
RAPGEF3,0.398,0.2167,69,0.4918,96.6
RBL1,0.386,0.1608,54,0.4973,69.25
PUF60,0.473,0.4453,80,0.5,139.0
DHX33,0.418,0.3859,68,0.474,64.0
ZNF570,0.336,0.028,1,0.4851,111.75
TAF5,0.5,0.5,37,0.5,117.0
CDK9,0.451,0.4019,31,0.5,116.5
ZNF44,0.42,0.3932,121,0.4372,117.33333333333333
THAP10,0.269,0.1045,12,0.4383,25.8
GZF1,0.376,0.277,83,0.4973,84.66666666666667
ZNF787,0.339,0.2961,84,0.3818,94.5
PSMC3,0.423,0.3408,27,0.4806,85.5
ZNF799,0.458,0.44,137,0.4763,141.5
ZNF624,0.453,0.4081,37,0.497,99.0
FOXA2,0.305,0.1541,53,0.4258,54.8
ZNF81,0.404,0.3213,31,0.476,63.2
ZFAND5,0.462,0.4589,181,0.4644,124.0
THYN1,0.458,0.445,181,0.4704,123.5
SETD3,0.326,0.2678,65,0.4344,68.0
IKBKB,0.454,0.4097,63,0.4756,120.0
TRIM38,0.421,0.3746,42,0.4594,80.66666666666667
ZNF416,0.448,0.4303,196,0.4664,193.5
ZNF408,0.278,0.1422,47,0.4294,60.0
TRIM26,0.385,0.3528,112,0.4172,112.0
ZFP30,0.473,0.4074,171,0.5,92.4
HCK,0.462,0.4337,75,0.4893,130.5
HTATSF1,0.381,0.2291,48,0.4597,52.0
BASP1,0.377,0.1855,45,0.489,49.2
NCOA7,0.5,0.5,207,0.5,210.5
KLHL8,0.472,0.4458,38,0.4973,117.0
SUPT7L,0.405,0.3418,58,0.4768,104.0
RBM15,0.352,0.2614,47,0.4435,118.5
ELK4,0.44,0.3952,63,0.4918,117.25
REPIN1,0.305,0.1314,48,0.441,80.0
MAMSTR,0.338,0.316,111,0.3516,124.0
ANKRD33,0.409,0.3942,173,0.4236,179.5
DLX6,0.497,0.4946,191,0.5,198.5
PRAMEF4,0.323,0.0135,1,0.4917,88.75
FHIT,0.439,0.3236,15,0.5,61.0
UBTF,0.412,0.3769,37,0.449,87.33333333333333
MED21,0.457,0.449,196,0.4651,200.5
POU4F1,0.471,0.46,46,0.4821,87.5
ZNF25,0.415,0.3397,53,0.4913,83.2
SKIL,0.297,0.1234,38,0.4164,76.66666666666667
AFF1,0.493,0.4865,27,0.5,115.5
RHOA,0.474,0.4489,164,0.5,183.0
PURB,0.41,0.3655,86,0.4548,98.0
YEATS2,0.466,0.441,54,0.4919,117.0
ZNF511,0.427,0.3759,84,0.486,118.66666666666667
PRKDC,0.425,0.4067,70,0.4544,91.0
GFI1,0.441,0.3848,16,0.4878,63.0
GTF3C4,0.47,0.4425,47,0.4973,117.0
ZFP69B,0.495,0.4902,137,0.5,92.5
COPS4,0.432,0.4255,185,0.4378,187.0
MAEL,0.43,0.3937,73,0.4731,83.75
DMRTB1,0.401,0.3127,34,0.4888,107.0
RUNX1T1,0.469,0.4433,80,0.4948,141.5
RNF113A,0.3,0.1143,37,0.4682,58.5
ZBTB11,0.356,0.1384,36,0.4945,71.25
RARB,0.473,0.4453,37,0.5,115.0
DEAF1,0.487,0.4731,65,0.5,114.5
GATA4,0.3,0.1534,59,0.4463,102.5
OSR2,0.473,0.4507,201,0.4945,206.5
MTDH,0.49,0.4822,54,0.4986,123.5
CHD6,0.321,0.0119,2,0.4517,66.25
SSX4,0.228,0.0626,1,0.3317,69.66666666666667
NFYA,0.499,0.4973,46,0.5,128.0
PRDM11,0.421,0.3439,46,0.4973,124.0
RBBP5,0.404,0.2947,124,0.4544,69.8
NEUROG3,0.383,0.3527,122,0.4137,122.5
ZNF701,0.451,0.3893,152,0.4888,174.0
SOX17,0.345,0.2724,88,0.4182,113.5
FOXE1,0.323,0.2313,29,0.448,46.2
SAP30,0.458,0.419,17,0.4973,101.5
SETD1B,0.405,0.2194,2,0.5,67.0
MTERF3,0.426,0.4236,208,0.4276,192.0
ARNTL2,0.387,0.3059,94,0.4612,107.5
MSL3,0.466,0.4534,149,0.478,170.5
FHL1,0.496,0.4918,54,0.5,130.5
TCEAL4,0.447,0.4225,159,0.4731,159.66666666666666
SNAI2,0.424,0.3952,36,0.4566,70.25
ZNF618,0.404,0.271,78,0.4728,76.6
PMS1,0.384,0.1894,82,0.4946,117.8
ZNF888,0.5,0.5,140,0.5,133.0
ZNF606,0.325,0.0187,1,0.438,53.6
SUZ12,0.464,0.4344,73,0.4945,125.5
FEM1A,0.33,0.2362,38,0.423,94.0
ZNF66,0.3,0.0327,1,0.4912,70.75
POLR2A,0.467,0.4384,38,0.496,113.0
PRAMEF12,0.421,0.3665,81,0.4939,102.0
HDGFL2,0.345,0.221,68,0.3885,64.25
USF1,0.464,0.4277,21,0.5,116.0
IRF4,0.374,0.3029,71,0.4198,70.25
ETS2,0.374,0.1575,45,0.4753,99.5
TIGD7,0.354,0.0817,57,0.488,51.25
CTCFL,0.42,0.412,202,0.4283,200.5
ZNF552,0.426,0.3767,140,0.4512,134.0
SMAD1,0.395,0.3494,100,0.4822,82.0
TCEA1,0.486,0.4768,71,0.4959,127.5
TUT1,0.347,0.2669,60,0.4279,119.0
ZGLP1,0.438,0.4379,182,0.4379,187.5
CBX2,0.365,0.1455,47,0.4918,70.25
PHF2,0.449,0.4164,38,0.481,112.5
SUV39H1,0.383,0.3428,102,0.4225,143.5
COMMD3,0.453,0.4054,26,0.5,112.0
NR1H3,0.394,0.368,192,0.4198,195.5
ZC3H10,0.338,0.1845,2,0.4931,54.8
KCNIP2,0.408,0.3095,137,0.4973,138.6
NOTCH1,0.253,0.0154,2,0.4731,59.5
ZNF32,0.232,0.0154,1,0.4225,54.0
ARID4B,0.486,0.4785,100,0.5,83.25
FOXJ1,0.328,0.1455,45,0.481,53.4
MSX2,0.278,0.1358,48,0.4198,111.0
ZNF652,0.47,0.4463,69,0.4946,116.5
SPI1,0.488,0.4844,192,0.4915,188.0
ZNF506,0.268,0.0351,2,0.5,92.5
IRX1,0.454,0.431,62,0.4764,111.5
EYA3,0.438,0.3926,124,0.4837,159.0
ACTR8,0.44,0.3849,37,0.4945,119.0
NFATC2IP,0.3,0.1742,63,0.4251,106.0
ZIC4,0.438,0.3968,107,0.4794,154.5
ETV6,0.348,0.2245,54,0.4726,72.0
PCGF3,0.475,0.4435,21,0.4986,72.33333333333333
HOXB5,0.302,0.1455,44,0.4593,112.0
HLA-DQB2,0.489,0.4822,126,0.4949,114.0
WDR61,0.436,0.3752,14,0.4875,66.75
ZNF213,0.276,0.0144,1,0.4959,63.75
PDS5B,0.446,0.4011,43,0.488,83.0
MED12L,0.429,0.381,55,0.478,124.0
DCAF1,0.436,0.3167,12,0.4918,52.0
MAML2,0.406,0.25,64,0.4865,98.33333333333333
POU3F3,0.308,0.1487,25,0.3937,39.4
MXD1,0.447,0.3937,32,0.5,114.0
PLEK2,0.491,0.4825,49,0.5,118.5
MAP2K1,0.439,0.4017,62,0.4765,123.0
PLXNB3,0.321,0.1451,63,0.4492,81.0
MED28,0.42,0.3528,66,0.4812,82.66666666666667
NONO,0.419,0.3091,190,0.4912,148.25
PKNOX2,0.452,0.4084,34,0.4946,113.5
KLHL1,0.48,0.4731,64,0.4865,116.5
EPC2,0.404,0.2898,26,0.4698,64.25
LHX5,0.346,0.1818,45,0.4666,75.0
CTDSPL2,0.42,0.3449,35,0.4945,119.5
ZBTB45,0.385,0.3704,39,0.3995,73.33333333333333
NRK,0.458,0.433,32,0.4839,105.5
RPA2,0.429,0.4236,188,0.4344,193.5
ZNF878,0.345,0.0498,1,0.4423,65.0
ATOH7,0.268,0.1157,44,0.4195,106.0
ZHX2,0.314,0.187,2,0.4783,53.0
