gene type,max seq len,min seq len,mean seq len,median seq len,wmc similarity score,species represented
KHDRBS1,1413,1206,1272.0320855614973,1309.5,0.27567,396
CNBP,582,477,516.8135593220339,516,0.17938,422
JAZF1,738,720,728.992443324937,729,0.35048,426
LMO7,5433,4041,4505.550304878048,4231.5,0.10212,429
HOXD9,1197,1056,1071.4475138121547,1065.0,0.20812,398
CCT4,1674,1524,1574.4092071611253,1597.5,0.23497,421
NFX1,3390,3351,3362.969696969697,3363.0,0.29845,425
GFI1,1317,1245,1268.641304347826,1266.0,0.27887,400
ZNF821,1245,1104,1173.3936816524908,1116,0.24719,446
NRG1,2190,1560,1861.987341772152,1911.0,0.14974,448
MAGEA2,1227,936,976.5934485530547,972.0,0.09266,410
CITED4,573,549,556.1204819277109,556.5,0.2737,366
SUPT20HL2,3687,2454,2601.7323943661972,2538,0.11523,188
BTRC,1821,1698,1752.939024390244,1737.0,0.21626,445
MBNL1,1254,900,1059.1068271119843,1044.0,0.24616,442
EYA1,1914,1668,1746.6973285596255,1758,0.16775,434
IRAK1,2322,1896,2093.6272912423624,2130,0.17179,410
RGCC,438,405,411.6,411,0.31126,411
LMO1,471,435,456.1282894736842,465.0,0.21649,439
FUS,1632,1575,1589.1035353535353,1587.0,0.22616,430
SSX5,819,561,641.9166087560806,627,0.1203,362
CDK2,1125,789,908.088116410671,894,0.27898,444
ZBTB2,1695,1527,1543.7633587786258,1542,0.29646,426
CHD4,5883,5658,5762.836801203309,5742,0.25645,431
MITF,1635,1245,1463.023880597015,1512.0,0.16443,443
DLX2,1044,984,997.1837837837838,999.0,0.24013,405
TRIT1,1461,1152,1294.8804523424878,1323.0,0.20638,444
ZNF382,1866,1497,1640.437074829932,1656.0,0.08305,419
LITAF,519,450,471.84398976982095,480.0,0.2897,418
CNOT10,2454,2139,2266.2025316455697,2232,0.22615,428
PPHLN1,1482,903,1090.142489546478,1101,0.12724,430
SEBOX,636,564,572.8877005347593,570.0,0.26449,396
NMI,972,918,930.0149625935162,927,0.22613,429
AKAP9,11940,9363,11484.489896616542,11700.0,0.14747,402
LIN54,2277,1974,2113.0409731113955,2010,0.29035,425
WWOX,1404,1086,1217.8233670653174,1242,0.29215,422
TBXT,1458,1125,1249.2223183391004,1308.0,0.27412,417
SUPT16H,3156,3132,3141.0904522613064,3141.0,0.34861,432
CEBPD,1083,804,825.7680722891566,807.0,0.19704,365
CSRNP1,1917,1767,1780.0747422680413,1776.0,0.16905,427
ANKRD1,987,954,957.3123486682808,957,0.32599,441
CTH,1236,1071,1139.3859649122808,1119,0.23672,424
JADE3,2754,2460,2471.609375,2469.0,0.2472,415
HNF1B,1716,1365,1574.4698354661791,1635,0.2682,440
TBX22,1701,1557,1577.4710743801652,1572,0.14356,396
FOXN3,1518,1398,1439.099173553719,1441.5,0.28797,386
SETSIP,978,873,912.0967741935484,912.0,0.18427,30
RFXANK,828,708,735.8913412563667,714.0,0.22656,423
TRIM34,1683,1455,1488.8526863084921,1470,0.19215,366
ZNF233,2349,2001,2068.106408706167,2052.0,0.10153,318
REST,3864,2841,3109.240469208211,3286.5,0.14032,357
HIVEP1,10446,8151,8196.408,8187.0,0.1196,409
ZNF614,2265,1749,1792.3061440677966,1770.0,0.10918,354
TRIM41,2040,1545,1723.8291721419184,1614,0.24158,419
DNMT3A,2799,2730,2739.3161764705883,2739.0,0.23037,438
NACC2,2103,1755,1767.3738317757009,1764,0.24866,355
NOD2,3771,3030,3085.8279430789134,3117,0.14344,406
PQBP1,858,792,798.2486631016043,795.0,0.29341,412
HPCAL1,603,576,579.3520408163265,579.0,0.33684,403
PURB,1122,933,946.3627450980392,942.0,0.1879,331
ZNF513,1791,1431,1533.401226993865,1599,0.18832,438
ZBTB32,1827,1455,1474.1632653061224,1470.0,0.19175,420
ZNF141,1695,1416,1454.8453887884268,1437.0,0.15161,220
MED21,510,429,456.15375,474.0,0.29353,430
ZNF134,1662,1269,1318.1404266124937,1293.0,0.08743,419
EWSR1,2103,1746,1887.4386281588447,1866.0,0.19109,433
ZNF566,1509,1242,1268.6203208556149,1257.0,0.16599,404
ZBTB47,2490,2238,2307.3045454545454,2325.0,0.17146,368
TCF7,1509,1140,1313.8507853403141,1443.0,0.2198,435
SSX7,669,561,596.295589988081,591,0.15921,362
CNPY3,900,834,844.6216216216217,846,0.19078,435
ZNF738,1425,345,899.4198675496689,1131,0.10678,375
CENPX,471,237,302.6916802610114,243,0.20008,433
CHD6,8280,8109,8166.239401496259,8163,0.25881,432
SLC30A9,1737,1704,1711.968992248062,1713,0.23068,415
RLF,5898,5736,5757.101298701299,5748,0.23804,414
TNIP2,1383,1029,1182.1367647058823,1287.0,0.18866,396
ZMYND11,1842,1539,1691.6165919282512,1713.0,0.20674,441
MAP2K5,1365,1233,1300.195020746888,1314,0.22319,426
CSRNP3,2103,1752,1810.314606741573,1845,0.16197,433
ZNF823,2109,1815,1865.4108216432867,1854.0,0.1079,315
LMCD1,1110,873,986.0490566037736,960,0.26181,423
ENG,2064,1422,1768.011120615911,1881,0.17304,431
DEAF1,1737,1683,1695.9606741573034,1695.0,0.29656,386
MBNL3,1119,864,979.1223564954682,1005.0,0.19645,438
IKZF2,1617,1497,1558.0726672171759,1578,0.21858,440
DDX17,2238,2184,2194.4074074074074,2193,0.31964,435
EYA3,1743,1548,1617.8628067967275,1584,0.22024,432
HOXC8,726,723,725.9846153846154,726.0,0.36614,416
IRAK3,1884,1605,1729.2958801498128,1698,0.11974,428
WWTR1,1248,1197,1202.3225806451612,1200.0,0.3073,396
LMO3,540,369,454.93553223388307,468,0.15785,437
ZMAT2,636,594,597.1838235294117,597.0,0.33416,440
BTF3,687,483,551.5537848605578,507,0.25019,410
TCEAL5,768,606,634.2415196743555,618,0.18516,372
SMARCA5,3231,3147,3157.240099009901,3156.0,0.31684,431
NANOGNB,684,504,532.3645484949833,525,0.11735,227
ZFP57,2232,1389,1562.3847241867045,1575,0.07466,374
AUTS2,4116,3027,3581.1641791044776,3774,0.17929,398
POU6F2,2217,2070,2129.4341085271317,2157.0,0.1476,424
UBTF,2310,2169,2236.788944723618,2235.0,0.27787,432
COPS4,1347,1038,1220.2445182724252,1260,0.31067,412
RNF24,561,441,475.69803921568626,450,0.25002,415
CBX2,1773,1593,1599.6825,1596.0,0.26205,424
ZNF511,864,756,792.4055172413794,786,0.25736,403
MED23,4164,4083,4111.087871287129,4107.0,0.18481,434
ZNF143,1950,1812,1869.2894073139976,1903.5,0.18957,429
ZNF136,1878,1509,1596.5288716588452,1617,0.10283,370
ZBTB45,1596,1518,1542.1938461538462,1539,0.21911,349
ZNF564,2079,1638,1687.358024691358,1668.0,0.12314,216
JADE1,2586,1524,2182.294710327456,2493,0.23857,437
CDR2L,1419,1389,1396.0670103092784,1395.0,0.31686,416
FOXN1,2019,1923,1949.455223880597,1947.0,0.26282,433
TBX20,1392,1329,1345.012787723785,1344,0.20756,425
CNOT6L,1692,1638,1657.899641577061,1656,0.24849,428
SETD1A,5352,5115,5143.697050938338,5133,0.21423,403
CIR1,1623,1344,1398.6382978723404,1398.0,0.22635,400
BOD1L1,9495,9153,9196.763779527559,9180,0.18795,411
HIVEP3,7965,7212,7239.595918367347,7224,0.20737,400
ZNF616,3183,2328,2392.540995094604,2361,0.106,292
ZNF585A,2637,2136,2233.4237837837836,2304,0.15444,360
LIN28A,651,624,627.7277628032346,627,0.33179,398
ZNF689,1908,1497,1507.51376146789,1500.0,0.23658,414
PPP1R13L,2688,2478,2502.940170940171,2493,0.18703,381
ELF2,1806,1509,1641.378126532614,1602,0.17324,445
TIGD5,2121,1923,1961.1976744186047,1959.0,0.17223,290
ETV4,1494,1287,1363.934764657308,1338,0.17376,437
OLIG1,936,810,822.2023460410558,825,0.25074,376
KDM5B,4797,4392,4564.669581511555,4548.0,0.16406,431
MBD3,891,702,785.093085106383,777.0,0.22186,411
ZNF35,1704,1581,1599.3534883720931,1587,0.2006,425
ZKSCAN3,1773,1614,1639.117381489842,1641,0.18164,333
ZNF582,1860,1542,1585.5391791044776,1570.5,0.11829,398
DMRT3,1575,1410,1425.1834862385322,1422,0.18966,357
EAPP,873,693,779.4898255813954,855.0,0.29433,390
SIM1,2325,2292,2298.179104477612,2298.0,0.33986,433
ZNF568,2190,1713,1855.859477124183,1821.0,0.0879,416
DNAJC1,1716,1659,1674.541884816754,1671.0,0.21858,413
ZBTB49,2478,2283,2301.4849315068495,2298,0.21882,395
NKX3-1,795,477,598.1634980988593,507,0.12819,444
MST1R,4341,3876,4064.797435897436,4065.0,0.10414,421
ORC2,1785,1728,1732.3955223880596,1731.0,0.26975,432
SSB,1290,1221,1226.3257575757575,1224.0,0.32379,426
MLLT10,3291,3072,3152.7471264367814,3204,0.2834,418
ZNF248,2166,1731,1766.109625668449,1755.0,0.1211,415
TCF20,6183,747,4079.7352185089976,5844,0.09889,440
OGT,3180,3087,3122.0135970333745,3108,0.26409,413
TULP4,5877,4629,4663.873846153846,4656,0.19611,356
MTPN,387,351,354.11083743842363,354.0,0.32855,437
ITCH,2775,2244,2514.8078381795194,2526,0.16885,431
AR,3480,2760,2792.0481586402266,2775,0.115,379
ZNF366,2490,2229,2248.2757731958764,2244.0,0.21229,421
CENPT,1797,1515,1642.1192893401014,1656.0,0.17522,427
MDM2,1662,1308,1439.7766233766233,1461.0,0.13728,415
NUP35,999,927,955.7378277153558,939,0.20387,433
VPS25,561,525,528.9059405940594,528.0,0.32741,437
TENM1,8214,8163,8185.686015831135,8187.0,0.29772,403
FANCD2,4476,4341,4382.4331550802135,4362.0,0.2618,423
JARID2,4086,3216,3504.416883116883,3651.0,0.14594,415
BRF1,2175,1686,1868.4447513812154,1884.0,0.16938,391
FOXD4L6,1434,1239,1274.9924812030076,1269,0.16885,388
MAPK3,1194,930,1043.9743276283618,1053.0,0.16513,438
ZNF433,2361,1902,1993.8379373848986,2010,0.07884,237
ZNF446,1437,1008,1249.0555555555557,1293.0,0.19906,378
ONECUT1,1737,1386,1399.1796875,1395.0,0.25733,415
TDP2,1152,906,1004.5646437994723,1084.5,0.15763,422
LPXN,1203,1092,1143.5532994923858,1158.0,0.18189,428
MRTFB,3366,3147,3233.8780177890726,3222,0.20933,425
HOXD1,1050,978,990.1157024793389,984,0.22548,401
ZNF385B,1557,1179,1331.1831501831502,1194,0.17351,443
BMI1,981,975,978.0075187969925,978,0.35916,427
TTC21B,4047,3813,3917.5863921217547,3948,0.32069,427
SCRT2,1335,912,925.1132075471698,921.0,0.21495,343
RBM5,2454,426,1468.7546468401488,2445,0.34119,449
HOXC4,990,789,793.6946564885496,792.0,0.28838,422
HMGXB4,1965,1800,1809.8947368421052,1803,0.26169,429
MBTD1,1911,1878,1884.9146341463415,1884.0,0.29855,439
ZNF324B,1842,1632,1674.0823170731708,1671.0,0.18568,289
CDC73,1659,1350,1472.1148148148147,1588.5,0.30761,436
SIAH1,1023,843,893.2443890274315,846.0,0.22956,434
DSCAM,6192,5535,5794.283422459893,5607.0,0.19424,412
ZNF618,3060,2580,2741.2354920100925,2766,0.17979,433
TRIM38,1455,1389,1400.8172588832488,1395.0,0.22104,344
RALY,1011,867,902.7735148514852,918.0,0.25089,437
ZNF687,4314,3711,3725.8931297709923,3720,0.18411,423
CIDEA,693,642,659.0983606557377,657.0,0.28465,394
OLIG3,876,813,817.3148614609572,816,0.27317,425
ETV6,1434,1344,1356.7085427135678,1356.0,0.31344,428
TIGD7,1914,1638,1650.618556701031,1650,0.2725,300
HELZ2,8190,7947,8046.6551724137935,8043,0.15239,283
PRKAA2,1671,1644,1656.278810408922,1656,0.32648,437
NFRKB,4032,3888,3923.7504159733776,3897.0,0.2301,438
HDGF,831,693,733.6918454935623,720,0.16292,423
EN2,1167,987,1010.8343023255813,1002.0,0.17762,377
SF3A3,1608,1494,1503.3721518987343,1503,0.32417,427
IKBKG,1587,1227,1293.7466592427618,1257.0,0.20334,402
RBPJ,1536,1317,1432.3731527093596,1458.0,0.15507,440
MBD1,2076,1506,1720.2768385460693,1701.0,0.17425,420
TPR,7119,7080,7089.911392405063,7089,0.33169,422
NOL11,2253,2148,2163.958762886598,2157.0,0.28873,419
ZKSCAN1,1908,1575,1650.8202866593165,1689,0.16984,430
DMRT1,1170,1119,1128.7955801104972,1125.0,0.19712,386
ZNF580,543,504,517.0350404312668,516,0.30991,386
TNRC6A,5952,5736,5817.566110397946,5805,0.19758,422
IFI16,2469,2019,2200.6530612244896,2196.0,0.16129,63
ZNF138,1224,852,922.416521003665,906,0.07792,423
WNT3A,1065,1050,1056,1056,0.3398,383
NOBOX,2229,1719,1929.674190382728,1998,0.09751,427
COPRS,624,513,537.3702770780857,543.0,0.1799,434
ASCL4,612,510,523.0544959128065,519,0.20789,396
SRSF10,813,489,585.3535528596187,546.0,0.28461,442
ZNF431,2058,1716,1752.1495601173021,1740,0.11683,311
ONECUT3,1593,1470,1492.578947368421,1485,0.25369,283
ZNF444,1101,981,1011.9829545454545,1014.0,0.18803,295
ZMYM5,2052,1137,1449.1706008583692,1161.0,0.21143,419
CAMK1,1134,1104,1110.5955882352941,1110.0,0.32544,441
HOXD3,1425,1275,1298.3682219419925,1296,0.26354,422
BHLHE41,1608,1446,1464.2083333333333,1458.0,0.2462,330
PCGF2,1044,1020,1033.2891891891893,1032.0,0.30192,399
HOXC6,705,450,581.6882640586797,462.0,0.30532,439
CDX2,987,930,941.7613636363636,939.0,0.30274,386
CHD8,7884,6888,7331.3042394014965,7026.0,0.23331,435
ZNF311,2142,1995,2013.4285714285713,2004.0,0.18232,266
IER2,759,663,674.5703125,669.0,0.24413,412
NDUFA13,495,354,417.83276740237693,432.0,0.2733,438
ZNF736,1650,1266,1319.4470989761091,1305.0,0.1001,334
NUP133,3513,3453,3468.4418604651164,3468,0.31229,419
DUS3L,2118,1221,1595.038258575198,1254.0,0.17943,421
PASD1,2565,2322,2408.9548872180453,2406.0,0.13951,276
TSC22D2,2919,2337,2361.1666666666665,2361.0,0.1824,374
ZNF804B,4119,3792,3927.9498069498068,3864,0.19518,421
NUP42,1347,462,875.2585119798234,1266,0.25588,439
OSR2,1365,825,982.4043343653251,912,0.20592,439
DZIP1L,2469,1602,1961.7173620457604,1659,0.23972,406
FOXD4L4,1431,1233,1274.536443148688,1269,0.17118,346
FGF1,483,462,465.06835443037977,465,0.33324,426
MAPK1,1128,945,1016.0337662337662,960.0,0.27115,421
PIAS4,1611,1530,1540.4756756756756,1539.0,0.30551,399
SERPIND1,1515,1488,1497.4195250659632,1497,0.28784,417
CDIP1,639,507,567.6749072929542,624,0.29045,438
ZNF317,2127,1683,1748.428746928747,1731.0,0.13302,389
CDX4,912,846,854.6403785488959,852,0.28567,330
SART3,3018,2772,2878.9075425790757,2895,0.164,436
REXO4,1335,1263,1285.928,1284,0.16959,404
CDK8,1458,1386,1392.4764267990074,1392,0.34087,434
ZNF362,1284,1254,1260.716883116883,1260,0.33217,418
ZNF730,1833,1500,1539.3872870249018,1527.0,0.11991,243
CCDC88A,5661,4464,5213.205354599829,5400,0.25149,428
MYNN,1869,1740,1787.0839416058395,1804.5,0.32541,441
TSC22D4,1278,468,827.5089514066497,531.0,0.22571,442
TADA2A,1350,1323,1329.14039408867,1329.0,0.34531,436
MAPK7,2565,2025,2242.7883817427387,2148,0.22228,400
RIOX2,1431,1389,1395.1207792207792,1395.0,0.23274,412
SFPQ,2322,2112,2131.2098360655737,2127,0.17062,344
PIAS2,1917,1707,1790.7724935732647,1860.0,0.33312,423
ASCL2,753,576,583.3548387096774,579,0.22117,376
KLHL42,1740,1512,1516.4573863636363,1515.0,0.25129,382
ATF7IP2,2292,2046,2088.1236263736264,2088.0,0.16713,395
PER2,3987,3762,3845.336,3861,0.19483,399
ZNF442,2172,1674,1821.095190877541,1797,0.08573,225
ELOB,570,336,385.35269271383316,354,0.18783,394
ZMYM3,4143,3831,4043.2129202373103,4110,0.23423,416
BHLHA15,633,567,578.3530997304582,573,0.21247,398
UFL1,2403,2376,2382.212658227848,2382,0.33816,431
SMURF2,2334,2232,2248.6078886310906,2244,0.315,428
POU3F3,1986,1473,1512.0607287449393,1503,0.18352,281
TIGD1,1866,1770,1778.1176470588234,1773,0.33264,53
NRIP1,3966,3474,3479.521197007481,3474,0.23779,435
RSF1,4386,3564,3948.6070038910507,3636,0.19453,424
ZXDB,2706,2409,2452.3860759493673,2440.5,0.12006,227
ZNF44,2244,1827,1947.6075455333912,1953.0,0.10161,264
ZNF586,1449,1068,1173.3678438254003,1206,0.07573,379
ZKSCAN7,2430,2256,2266.5143540669856,2262.0,0.20424,339
POU5F1B,1077,1074,1075.7142857142858,1077,0.0,4
ZNF519,2094,1611,1666.3959633027523,1647,0.09752,308
ZBTB38,4005,3582,3603.779922779923,3588,0.20436,423
HABP4,1386,1239,1253.234421364985,1251,0.17155,370
STOX2,2922,2760,2778.87841191067,2778,0.31274,433
NFE2L1,2382,1848,2177.950639853748,2283,0.16546,439
CREG1,834,654,716.0982658959538,699.0,0.25015,386
BOLA1,450,405,413.09501187648453,411,0.2534,427
ERBIN,4311,3894,4114.592116182573,4113.0,0.26823,431
DCAF6,2928,2574,2711.752050473186,2757,0.20304,433
CBFA2T2,1881,1719,1791.5087191822008,1794,0.15678,428
INSM2,1788,1695,1702.659574468085,1698.0,0.22644,403
ZNF239,1557,1368,1404.3036707452725,1395.0,0.0774,362
PLXNA3,5682,5592,5617.696022727273,5616.0,0.26862,385
TCF24,537,492,503.3126684636119,501,0.25834,397
BAZ2A,5961,5622,5714.24317617866,5724,0.12327,438
ZNF681,2265,1920,1972.1866870696251,1953,0.10685,153
CTNNB1,2382,2100,2271.3020012128563,2322.0,0.16993,444
YAF2,633,534,578.4754966887417,609,0.28393,437
KLHL40,1929,1863,1872.7209302325582,1872,0.24131,417
ZNF829,1779,1290,1410.8114613180517,1323,0.09479,356
GBX2,1089,1014,1045.4871794871794,1044,0.30124,383
ZNF440,2019,1770,1819.6264690853347,1800,0.11302,358
AIRE,1749,1635,1674.3076923076924,1668,0.16531,380
RRM2,1407,1164,1265.7155844155843,1212.0,0.1174,414
ZNF385D,1209,1182,1186.1162790697674,1185,0.32106,408
PCGF6,1116,1044,1053.5342465753424,1053,0.23528,395
POU3F1,1512,1344,1358.2325581395348,1353,0.2548,338
ZNF747,1305,990,1217.1,1254.0,0.20299,363
MDM4,1497,1173,1325.080808080808,1323.0,0.20742,432
ZNF732,2016,1740,1793.058981233244,1779.0,0.1222,260
CDK11A,2391,2238,2324.5851063829787,2343.0,0.158,64
LARP1B,3495,2724,3087.443228454172,2817,0.13961,403
THOC5,2055,2040,2049.4373401534526,2049,0.3015,423
EZH1,2307,2022,2152.5694275274054,2187.0,0.16981,441
CGGBP1,567,492,501.14383561643837,501.0,0.3122,441
BLM,4440,3864,4139.945454545455,4170,0.14952,429
NDN,1071,963,974.8677685950413,975,0.25056,392
ACTB,1293,993,1041.9249547920433,1002.0,0.24258,404
DHFR,597,555,561.3692307692307,561.0,0.31503,416
NFE2L3,2145,2082,2104.4664804469276,2103.0,0.15252,385
BOLA3,363,303,321.32600258732214,327,0.21269,418
PRICKLE3,2079,1638,1752.4425531914894,1845,0.1983,394
TRIM49,1413,1116,1239.1152542372881,1152,0.18457,214
ZNF669,1656,177,455.37954503928376,216.0,0.09102,435
PLXNA1,5742,5670,5692.255617977528,5688.0,0.21169,386
HSFY1,1257,609,812.6099585062241,645,0.2288,139
ZNF683,1716,1497,1549.4766233766234,1560.0,0.18877,426
TULP2,1665,1557,1593.1823204419888,1587.0,0.15572,386
TIGD3,1452,1410,1415.7609254498714,1413,0.28277,416
ETV2,1230,459,785.738255033557,750,0.13508,438
ELF4,2118,1980,1992.5741239892184,1989.0,0.25246,413
KDM2A,3540,3426,3461.2575376884424,3478.5,0.25809,433
KDM5D,4800,4449,4631.946428571428,4662.0,0.1435,116
ZFP28,2673,2598,2611.449848024316,2607,0.16934,354
RAD51,1050,837,958.8389610389611,1017,0.28188,421
RBBP4,1344,1164,1237.7592267135326,1272,0.2128,426
MBD5,5349,4482,4746.3699324324325,4536.0,0.28493,429
ZNF584,1416,1122,1221.9890202702702,1200.0,0.07231,366
ZKSCAN5,2697,2517,2525.9197860962568,2520.0,0.22869,385
MED29,735,582,620.7391304347826,600,0.18179,419
CBX8,1203,1164,1167.6975,1167.0,0.31583,431
BUD23,966,837,871.3210332103321,882,0.28435,436
TRIP10,1866,1305,1637.0986717267551,1653,0.20514,430
PRMT5,1959,1722,1821.7078239608802,1851.0,0.16713,439
ZNF395,1569,1536,1549.2944162436547,1548.0,0.21151,433
ARRB2,1326,987,1182.4596527068438,1218.0,0.21056,438
CDKN1B,681,588,608.138017565872,606,0.28298,431
RAX2,630,537,554.8025078369906,552,0.28515,346
TNKS,4086,3261,3621.8262548262546,3273,0.25144,423
ZNF843,1119,912,1004.25,993.0,0.0,5
ZNF836,3081,2784,2833.870281605752,2814.0,0.13072,268
ATOH1,1158,1056,1067.3070866141732,1062,0.24237,413
PAX7,1620,1503,1544.6034782608697,1554.0,0.27039,418
CRYM,969,933,942.0970149253732,942.0,0.32307,427
ZDHHC19,1020,921,954.9849785407725,954.0,0.1879,416
ZHX3,3432,2865,2888.7942708333335,2874.0,0.21454,416
LZTR1,2622,2514,2524.577319587629,2520.0,0.28905,419
TAF4B,2904,2583,2612.86171574904,2601,0.19806,422
UCHL5,1086,948,996.9221556886228,987.0,0.32815,430
RORC,1617,1488,1525.1310861423221,1551,0.20902,432
ZGLP1,942,561,709.6233933161953,625.5,0.11531,430
PRAMEF2,1608,1416,1451.4282848545638,1449,0.13108,214
AEBP2,1683,768,1035.7413178984862,822.0,0.16747,434
ZFP37,2061,1887,1922.6607594936709,1908,0.15052,413
ELOF1,441,225,297.6344612644702,288.0,0.1481,441
SUV39H1,1458,1221,1253.7544338335606,1263,0.179,401
ZFP42,1095,930,944.2780748663101,936.0,0.18514,395
GATA5,1248,1191,1213.3189655172414,1215.0,0.2461,381
TRAPPC2,573,336,448.63746397694524,420,0.19391,431
OVOL2,891,822,830.3793103448276,825.0,0.22746,376
USP2,1914,1080,1365.9269102990033,1194.0,0.19545,442
PSMC4,1266,1155,1211.3064935064936,1254.0,0.27231,416
TUT1,2823,2619,2685.165,2718.0,0.17338,424
GON4L,7017,6684,6744.732352941176,6735.0,0.1927,365
PPP2R3B,1782,1698,1734.0396475770924,1734,0.1954,209
ZBTB25,1485,1296,1306.7475,1305.0,0.28868,432
SIX1,1032,849,853.32,852.0,0.29151,435
ZNF571,2100,1818,1853.2216576691012,1842,0.11839,321
PHC1,3318,2880,2970.9745222929937,3012,0.1616,436
MEIOSIN,2022,1914,1946.702479338843,1944,0.13696,385
TCEA1,933,834,872.4065934065934,868.5,0.26393,439
FOXR2,1191,930,945.5192307692307,948.0,0.19867,272
ARGLU1,921,819,820.2166666666667,819.0,0.31316,396
FOXH1,1251,1095,1113.6356589147288,1101,0.21827,414
AFF3,4200,3669,3732.0341614906833,3699.0,0.15885,377
NOTCH3,7173,6930,6975.780346820809,6969.0,0.20907,373
ESF1,2640,2553,2568.738775510204,2565,0.19761,414
CAMTA2,3834,3546,3635.936491935484,3612.0,0.13026,429
ZSCAN22,1650,1467,1488.326359832636,1479,0.20849,222
FOXO4,1761,1350,1441.1167582417581,1383.0,0.16132,414
ZNF676,2184,1749,1845.128384279476,1857.0,0.10021,340
TRIM23,1758,1635,1690.9489966555184,1707.0,0.3408,428
NR1H3,1698,1158,1296.408071748879,1341,0.13151,439
ZNF224,2451,2112,2160.1285347043704,2136,0.10926,324
ZNF251,2229,2004,2046.6628895184135,2040,0.09795,185
GLI4,1254,1119,1157.3871951219512,1158.0,0.16548,356
TRIM56,2370,2259,2280.6315789473683,2268,0.26152,384
NFATC4,3066,2166,2596.144044740024,2667.0,0.11202,421
KLHL28,1794,1710,1734.4531835205992,1716,0.24441,437
ZNF841,3141,2406,2706.451762977473,2772.0,0.09812,338
AGAP2,3837,2502,3007.9800796812747,2511,0.20743,441
PAX5,1179,957,1042.1034361851332,1044.0,0.2918,442
HNRNPK,1452,1374,1390.9431396786156,1392,0.34215,430
IRX5,1572,1446,1452.212765957447,1449,0.28773,392
ZHX1,2979,2619,2630.708955223881,2619.0,0.27909,437
ZNF428,609,567,578.7453580901857,576,0.29436,405
SETDB2,2226,2115,2148.1653944020354,2157,0.20831,428
RPS27A,498,465,468.10791366906477,468,0.3314,435
PRAMEF14,1635,1416,1450.6422628951748,1449,0.13319,157
ARIH2,1500,1470,1479.4101265822785,1479,0.33527,433
EEF1A1,1482,1125,1315.087312414734,1326,0.27029,344
UBA3,1410,1263,1334.3360858794385,1347,0.2153,438
RORA,1743,1401,1574.533908754624,1638.0,0.13635,448
STAT2,2805,2454,2561.10883797054,2568.0,0.20064,439
EMX1,948,867,875.4217877094972,870.0,0.25651,397
ERF,1770,1416,1547.9797843665767,1545.0,0.2022,404
BARX2,879,834,839.0954773869347,837.0,0.29782,430
XIAP,1539,1485,1491.4973262032086,1491.0,0.32548,403
PBX2,1341,1287,1290.5085995085994,1290,0.3316,430
BBX,2850,1872,2538.9772727272725,2733.0,0.25281,435
CPSF4,855,630,725.405427631579,732.0,0.28855,439
PRMT7,2106,1923,2007.9211165048544,2014.5,0.24447,442
ZNF397,1686,1599,1606.3743842364531,1605.0,0.24726,415
PTOV1,1290,1116,1196.5214979195562,1185,0.2288,396
SMYD2,1341,1284,1299.6515151515152,1299.0,0.31276,426
PICALM,1980,1647,1854.2120765832105,1896,0.2573,440
CALR,1272,1041,1150.8331957060282,1146,0.26093,441
CPXCR1,996,903,971.5508982035929,975,0.19373,186
CEP290,8532,7260,7631.862944162436,7440.0,0.20408,418
NOTCH1,8112,7527,7601.460087082729,7572.0,0.18317,387
AFF1,3819,3618,3694.256170212766,3696,0.12564,426
ZSCAN20,3264,3126,3140.8643617021276,3138.0,0.23554,413
FOXO6,1689,1473,1491.038338658147,1476,0.26034,350
TRIM21,1506,1419,1426.6496163682864,1425,0.27021,396
ZNF674,1878,1722,1749.017026106697,1743,0.15362,224
BIRC5,525,390,445.50275735294116,426.0,0.26406,415
ZFHX3,11448,11106,11157.817307692309,11145.0,0.15963,342
ZNF226,2796,2403,2485.065450643777,2445.0,0.12358,352
NPM2,771,405,534.5242346938776,447.0,0.20603,433
ZNF253,1752,1254,1401.0903465346535,1356.0,0.1012,333
MPND,1578,1341,1429.598944591029,1413,0.21134,407
TP53BP1,6198,5757,5903.069488313329,5931,0.14981,430
PKD1,13281,12897,12942.019841269841,12933.0,0.18047,401
ZNF280D,3081,2892,2931.163301141352,2937,0.16571,392
HOPX,408,216,267.89373297002726,273,0.15906,411
MYF5,774,762,765.2956730769231,765.0,0.32783,445
ZNF75A,1764,1602,1631.650337837838,1617.0,0.19687,378
YEATS2,4323,4257,4272.518041237114,4272.0,0.25489,418
KLF2,1296,1023,1075.6548387096775,1071.0,0.18956,340
LTF,2208,1992,2096.8300180831825,2130,0.12524,412
BEND3,2922,2481,2488.1347150259066,2484.0,0.23453,419
PSMC6,1233,1161,1188.167088607595,1197.0,0.26869,424
ZNF599,1941,1752,1793.3200757575758,1782.0,0.12666,382
KCNIP2,906,552,710.3621687480962,690,0.16405,446
STK36,3996,3870,3917.7235367372355,3945,0.26183,436
ZNF506,1596,1227,1322.1075495571488,1332,0.10273,361
ZNF154,1575,1296,1344.486470759383,1329,0.09899,419
TET2,6309,6006,6097.720990873533,6096,0.12319,417
ZNF121,1329,1164,1195.310861423221,1185,0.09286,189
SIX3,1089,990,1001.3314285714285,999.0,0.21638,383
ZNF573,2370,1722,1850.0411055988661,1785,0.09504,231
PELP1,3666,2712,3238.9480901077377,3414,0.15027,393
KLF4,1557,432,938.7054263565891,435.0,0.21555,434
BTG2,498,474,480.0927835051546,483.0,0.26106,419
